word,count
bpd,11
maxim,7
11.5,16
year-on-year,41
dip,47
tonn,172
50-55,2
unpredict,5
70-75,2
rise,491
minist,325
flat,121
1987,33
condens,5
domest,304
2.7,23
rehabilit,10
finish,79
january-novemb,3
conduct,74
peak,82
wholesal,19
underwritten,4
mixtur,15
khartukov,2
eugen,12
havoc,13
soviet-era,7
outlet,49
sight,40
wreak,9
wage,74
275.9,2
econom,377
abroad,96
compil,17
oilfield,8
jam,11
drill,21
crude,38
92.8,3
crazi,9
third-largest,14
constrain,9
refineri,17
forecast,396
halv,20
barrel,33
3.4,25
garipov,4
throughput,5
4.7,14
recoveri,105
chernomyrdin,9
australia,159
speech,94
reserv,155
council,126
commerci,218
soymeal,8
parliament,93
hous,226
77-78,2
manellya,4
seminar,14
sheer,4
metric,3
commod,66
thought,119
ton,17
harvest,41
sovecon,4
grain,39
piecem,5
consumpt,53
corn,31
eye,72
5.0-6.0,3
worst,43
andrei,7
concentr,83
25-30,3
equival,33
bread,6
khleboproduktprogress,2
viktor,12
4.5,37
shortag,56
rather,224
crop,74
1995/1996,2
read,52
copi,36
popul,63
sizov,5
khlystun,2
zelinski,2
georgi,2
first-class,2
63.4,4
ukrainian,4
agricultur,71
carryov,3
"500,000",36
upper,46
small,294
flour,2
1996/1997,3
anatoli,10
volum,159
private-sector,6
suppli,198
human,150
think-tank,10
bad,133
"47,700",1
alexand,19
love,23
15-20,5
et,11
recip,6
grate,7
semi-fabr,2
butter,11
eleven,2
vast,42
left,174
commonwealth,14
candi,3
precis,12
bean,30
pattern,55
1995/96,92
newsroom,404
wafer,4
confection,1
deriv,60
tendenc,5
andr,2
plain,15
compris,29
bar,54
biscuit,6
novelti,4
occas,20
caution,42
rel,143
941,16
extent,46
chocol,8
yuri,10
grind,9
cie,13
"75,000",5
pin,7
"100,000",73
babayevski,1
e.d,1
latter,25
keener,1
liquor,10
8520,16
cargil,5
10-15,2
nut,3
statist,63
upward,26
on-the-go,1
flood,38
switzerland,19
f.,1
row,41
nestl,6
pavlov,1
granilin,1
+7095,16
dark,17
man,104
chocolate-cov,1
abund,4
souffl,1
confectioneri,1
tast,17
data,192
cocoa,40
milk,11
arena,24
hard-up,1
percentag,76
1.2,97
opaqu,8
bread-mak,1
thousand,95
chinkaryov,1
gross,97
farmer,54
wheat-ry,1
third-class,1
odd,20
kilometr,13
1.00,5
channel,109
spite,16
kazakh,5
late-pay,1
reli,62
denot,2
stepp,1
tough,145
ogo,1
sure,103
ex-soviet,1
arkadi,1
quot,170
sift,5
puni,1
"850,000",6
collect,71
turnov,107
0.97,3
hedg,23
"62,500",1
ukrain,16
rumour,94
bazaar,1
1970,39
nobodi,32
zlochevski,1
30-year,11
arbitr,15
interfax,7
suspicion,12
caucasu,2
vasili,1
farm,35
often,107
across,195
soviet,32
183,6
regist,43
ten,63
uzbek,1
kazakhstan,12
pound,382
yukish,2
freight,71
bewild,1
formerli,26
begin,264
disastr,17
avoid,105
golden,41
chicago,132
"200,000",36
outfit,8
foot,46
judici,20
grain-belt,2
"5,453",1
cotton,14
roubl,8
standard,178
74.6,3
fact,151
riski,12
sometim,49
far-flung,9
cheaper,67
burn,41
unreli,3
177-,1
deliveri,66
tight,77
wild,21
search,75
doubl,168
sunflow,2
flourish,7
local,396
post-soviet,2
eximkhleb,1
surprisingli,10
invas,11
mina,2
black,53
crippl,14
sarah,11
troika-dialog,1
novorossiisk,6
wipe,40
houlder,3
recaptur,9
strictly-monitor,1
sullivan,6
pill,5
mc,6
u.n.-approv,1
ural,3
nafta-moskva,2
differenti,20
content,81
anderson,13
sulphur,1
kuwait,2
bulk,36
swallow,17
transpar,41
keen,87
kirkuk,1
iraqi,5
renew,62
sea,41
washington,166
med,4
mediterranean,12
renaiss,7
zarubezhneft,1
nervou,18
medium-grav,1
gavin,1
baltic,4
bitter,36
centreinvest,4
spur,46
iraq,7
histori,105
gulf,17
nk,1
6.2,17
baghdad,1
u.n.,15
turkish,4
blend,6
lukoil,9
great,165
sanction,24
rankin,2
composit,56
middl,73
revamp,20
begun,65
free-for-al,1
mostli,94
al-bakr,1
scheme,70
bunch,9
ceyhan,1
bloat,6
assum,42
15-18,5
kandalaksha,2
ruslan,1
alyuminiy,6
alyumini,1
benchmark,33
averag,249
idl,47
sayansk,3
smelter,21
fedorovski,1
"1,305",3
contact,83
sag,9
siberian,8
"1,127",1
decent,20
oleg,3
design,156
toropovski,1
exploit,30
neg,81
"1,400",10
aluminium,24
irkutsk,2
draw,61
alumina,7
norway,23
igor,7
11,203
die,67
rekindl,2
impend,14
curb,59
memori,39
"80,000-100,000",1
lme,17
mou,2
bratsk,6
kontsern,6
doubt,126
unprofit,22
barclay,18
physic,27
credibl,31
"1,330",1
novokuznetsk,1
krasnoyarsk,5
bratsk-bas,1
"1,742",2
spring,49
kalchenko,1
diplomat,108
prokopov,3
decreas,18
2-1/2,12
deripaska,1
aluminiy,1
germani,129
wrong,62
network,325
extract,11
flush,16
cubic,7
52,27
pipelin,55
yamal,1
egg,14
belaru,2
556,4
gazprom,7
"4,107",1
litvinov,3
netback,1
field,97
one-third,31
permafrost,1
rao,5
grid,9
algerian,1
124,3
obviou,30
154,9
goos,5
monopoli,97
yamal-europ,1
norwegian,10
peninsula,3
2010.,6
constraint,10
recover,2
"2,550",1
proven,17
"10,400",1
metr,36
bauqui,1
5-10,1
820,5
oversuppli,6
2010,6
hardli,20
117.4,1
built,122
poland,10
2000.,40
time-fram,1
almati,1
satur,11
arctic,6
singl,145
depositari,17
pierr,6
bcm,2
orenburg,1
spokesmen,10
second-ti,5
prize,44
kompaniya,1
305,4
sibur,1
summer,121
oil-rich,7
megionneftegaz,1
rodionov,4
tyumen,4
sibirsko-uralskaya,1
verin,1
state-run,26
eastern-siberian,1
orenburgskaya,1
cabinet,75
alon,81
kompniya,1
super,8
secret,67
financial-industri,1
slavneft,1
siberian-,1
neftegazokhimicheskaya,1
vostochno-sibirskaya,1
sergei,4
neftegazovaya,1
hint,36
idea,91
neftyanaya,1
ill-fat,8
ornb.rt,1
consol,6
mega,5
mfgs.rt,1
air,153
nefytanaya,1
pyotr,4
monolith,1
mastermind,6
privatis,118
89,5
lucr,60
57,47
onako,1
vertic,8
shafranik,4
vostochnaya,1
undertak,13
tyumenskaya,1
interim,77
repli,18
cours,95
patienc,13
stabil,71
clear,275
lev,1
safonov,1
cessat,1
panskov,1
given,271
word,90
thin,29
feet,39
circumst,31
road,90
worn,2
neither,61
unilater,20
destroy,35
mutual,98
ultimatum,1
normal,91
wiley,1
mute,7
unabl,47
adjust,67
kremlin,7
"12,000-tonn",1
ambartsumyan,1
"114,000",1
69.0,1
preserv,33
promin,67
warm,22
wildli,3
quantiti,20
riga,1
4.0-4.5,1
basket-cas,1
loos,12
khklystun,1
scarc,8
anxiou,13
larder,2
1.5,95
blanket,5
winter,28
loss,395
snug,2
weather,55
meagr,4
vice-presid,56
sown,5
winterkil,1
"120,000",17
"30,000",20
otherwis,43
comb,1
consensu,77
unfit,1
exportkhleb,1
livestock,8
robberi,2
totski,1
1972,7
autumn,15
quietli,17
broke,59
u.,21
plummet,17
empti,16
government-sponsor,3
asian,146
secreci,7
robust,33
maiz,6
glass,23
11.48,1
flirt,2
three-year,49
cash-flow,1
subsidis,14
annoy,5
reform,171
freez,23
cap,41
carbon,2
monetari,33
prolong,9
factori,88
artifici,10
loan,129
slump,56
litr,6
gasolin,7
profit-ori,1
water,76
569.5,1
earner,12
inhibit,5
mission,41
frozen,18
1984,32
liberalis,72
danger,67
fraction,26
omin,3
voronin,1
reinvest,5
two-third,23
vadim,2
predecessor,10
january-juli,1
adequ,24
47,31
baromet,6
transneft,6
trickl,3
necessarili,22
exempt,13
distinguish,6
length,14
asid,45
ishkayev,1
jv,2
send,107
excess,70
tatex,1
julian,4
alloc,43
enjoy,82
rethink,4
intent,66
moscow-bas,1
2.0,23
leigh,3
stefanovski,1
komiarcticoil,1
theori,20
tighten,39
coordin,18
big-ticket,4
liabl,15
"25,000",18
multi-billion,22
elbow,2
4.8,8
"250,000",18
khrustalov,1
zarko,1
texneft,1
1994.,49
90,145
foot-drag,3
forum,31
western-friendli,1
hamper,26
revers,61
necess,4
258,4
accru,5
timan-pechora,4
salym,1
western-financ,2
tini,56
evid,112
valeri,3
nationalist,35
outlin,65
fire-sal,2
list,221
eurasia,3
flagship,34
output-shar,3
regim,29
"550,000",4
ed,19
priobskoy,1
87,11
parliamentarian,8
subsoil,2
mikhailov,1
western-sponsor,1
591,3
revenue-bas,2
reward,38
large-scal,12
academ,17
tool,40
licens,64
76,30
conserv,122
anyon,40
paf,2
westbrook,3
frustrat,17
alexei,3
129,6
flaw,11
amoco,9
ratifi,12
0.90,8
gdp,18
257,3
yuzhnoy,1
ii,19
khylchuyu,1
stop-gap,2
verona,1
102,10
sakhalin,5
lowest,41
militari,103
1996/97,115
lysenko,1
69.8,1
record-high,1
"450,000",6
mind,51
spike,9
soldier,27
68,17
isol,40
high-qual,9
town,59
spell,36
cash-strap,9
publish,170
weigh,44
net,326
bumper,19
jitteri,4
3.75,5
buck,14
bushel,5
vetchinin,1
pneumonia,5
failur,76
almazjuvelirexport,1
palladium,2
crisi,44
non-ferr,9
platinum,4
degre,37
nickel,20
indirectli,9
hostag,11
copper,47
scare,14
tightli,17
kulichkov,1
swung,6
anybodi,21
admiss,17
ailment,11
norilsk,3
ao,2
drama,12
"1,602",1
slightest,3
duma,4
ill,34
galina,1
stelmakova,1
seven-month,4
japan,190
ft,5
enshrin,1
radic,41
commercialis,3
style,31
jonathan,12
friend,29
8,77
cu,3
illiquid,4
adr,4
kite-fli,1
trillion,49
rem,2
20.31,1
7-,1
vyakhirev,2
medium-term,8
corporatis,2
remark,48
truli,27
2000,99
owe,15
lira,2
575,5
hesit,7
drool,1
smoke,22
weaken,35
uniti,4
rozenova,1
junior,39
receipt,21
gover,4
untap,6
intact,17
429,1
yasin,1
economist,100
transmiss,40
"5,612",1
stern,7
third-parti,4
eurobond,1
carv,16
alter,37
reshap,16
explod,32
kredit,1
paper-shuffl,1
gold,115
smirnov,1
procedur,49
hid,3
bureaucrat,6
quota,29
parmeshin,1
stockpil,13
cannon,1
cautiou,49
bank-financ,1
ounc,38
kyshtymov,1
honestli,4
certif,15
banker,68
brazhenko,1
inkombank,2
soviet-styl,2
130,33
fifth-largest,5
tarnish,4
rossiiski,1
hover,17
stuff,16
collis,7
experiment,8
bullion,18
licenc,68
well-stock,1
hook,18
dmitri,2
introduc,155
jewelleri,3
simplifi,16
vneshtorgbank,1
task,68
gold-back,2
tip,40
hectar,14
afraid,7
faster,62
dismal,14
middle-class,1
obsolet,7
track-record,2
comeback,15
outstrip,8
14.5,13
scrape,4
adopt,77
just-complet,2
seed,17
vasyutin,1
preceed,3
pro-market,3
eat,34
whatev,33
70,130
slaughter,3
hungri,8
dri,34
moistur,5
realist,26
satisfactori,13
68.6,2
patchi,10
unseason,4
fertilis,10
tractor,3
stapl,8
1965.,2
least-reform,1
1990,93
equip,127
120,48
belt,18
crystal,4
decision-mak,4
waterway,3
imposs,31
ball,10
debat,91
mazut,2
achiev,150
disappear,45
user,107
ship,151
verg,8
gut,2
999,1
swiss,25
introduct,45
bolster,38
els,55
lukashov,1
absolut,46
sager,2
ban,113
murki,7
"80,000",12
unsur,11
dure,353
fathom,1
correspondingli,2
outright,23
heavi,204
haphazard,1
heat,46
tank,13
senseless,2
straight,41
planecon,2
slap,26
season,151
dent,20
matthew,9
duti,43
storag,30
purpos,42
civilis,9
backpack,3
kevin,17
unattract,7
smuggl,16
train,75
cru,3
iron,34
steel,43
wildest,1
ferrou,2
tougher,43
cabl,119
exodu,7
promstalsyryo,1
steadi,71
barter,4
compromis,41
scrap,38
surg,127
tale,4
once-and-for-al,1
bleed,7
"54,000",1
smuggler,1
richer,11
dealer,81
norrish,1
spotti,3
tsvetmetexport,1
bagrov,1
unoffici,12
brisk,28
livshit,2
easier,68
therefor,40
rework,3
represent,13
grim,5
moreov,9
knock,24
territori,141
leakag,7
corner,14
unauthoris,22
violat,64
sakha,2
near-monopoli,1
onto,58
patient,25
chao,14
bog,2
coupl,101
irrit,8
one-fourth,2
colleagu,29
shadow,19
guid,34
function,64
clark,29
concret,33
slam,19
assert,10
siberian-far,1
1445,1
resolut,46
shagiyev,1
lubash,2
rosneft,8
tumarkin,4
nudg,5
crown-jewel,1
newly-competit,1
sakhalinmorneftegaz,1
bare,69
rustem,1
2.30,8
ownership,92
blow,49
vertically-integr,4
allen,30
bottom,72
vetluzhki,1
badli,38
high-stak,3
award,60
gmt,111
sidanko,1
steve,41
purneftegaz,1
2.28,1
slowli,41
justic,90
wield,7
chernogorneft,1
tussl,7
tug-of-war,5
number-on,1
government-own,8
academi,16
aliv,11
"338,700",1
potanin,1
vastli,3
"180,100",1
oleinikov,1
liquid,64
stainless,2
state-own,98
compon,88
interrosimpex,2
parshikov,1
38,38
overfulfil,1
logist,15
uneximbank,2
45,100
inhospit,1
1.7,33
shaki,12
6.00,5
shares-for-loan,1
undoubtedli,7
actual,97
"5,597",1
8.95,2
sphere,4
4.26,1
constantli,6
fallen,84
feldman,2
p.m.,38
woe,20
1226,1
ordinari,36
unlock,15
instrument,55
hole,15
resid,63
mikhail,2
clarifi,12
quiet,12
50-,2
cheapli,8
yuko,4
audit,9
beskhmelnitsyn,1
guardian,9
applic,116
horizon,24
sting,2
coffer,12
retard,2
lobbyist,9
auditor,9
lawmak,47
boldyrev,1
angel,46
krasnoleninskoy,1
underpay,1
parliamentari,32
goe,66
slash,58
priobsk,3
complain,79
chamber,45
bill,234
samotlor,1
royalti,14
settl,77
azerbaijan,4
dan-ulduzu,1
multi-billion-dollar,5
delta,18
caspian,6
traffic,66
bolmasov,1
turkey,5
turkmenistan,1
driver,31
breakup,14
nimir,2
unexplor,4
nikolai,1
yield,84
neighbour,46
island,76
chill,13
russian-bas,1
border,71
itochu,3
contrast,55
maze,3
statu,102
assist,78
azeri,2
indiffer,8
primari,48
high-yield,8
fourth,184
iran,9
aioc,1
azhraf,1
tanker,2
baku,2
bosphoru,1
chevron,5
sensit,52
barg,3
stumbl,22
prickli,1
ravil,2
technic,100
shatalov,2
oryx,3
go-ahead,13
onshor,5
wrench,4
tengiz,3
chechnya,4
x,2
agip,6
consortium,85
optimist,71
polyanin,2
cpc,5
prematur,12
offshor,35
daili,127
itali,38
dog,27
finland,3
hurdl,31
war-torn,3
spa,11
munaigaz,3
oman,3
unconvent,2
6,87
realloc,5
lobbi,50
cloak,2
nikolayev,1
scope,39
whichev,2
sakha-yakutia,1
influenti,44
mandat,21
incent,52
insuffici,18
manoevr,1
moment,83
almazy-,1
vyacheslav,1
trove,1
shtyrov,1
reorganis,31
komdrag,1
cutter,2
rossii,1
grappl,8
restor,34
5.8,4
quotat,3
initial,5
prosecutor-gener,2
bloodsh,3
laid,43
fragil,12
socar,1
statoil,3
ceas,7
trao,1
devast,12
16.57,1
jitter,9
chechen,1
cool,30
20-22,2
21-month,2
recept,13
error,13
separatist,13
instabl,18
caucasian,1
safe,24
platform,45
wors,26
grozni,1
1=5549,1
breakaway,4
protract,4
ethnic,17
cross,43
safeti,48
sabotag,9
approxim,17
ticket,24
bloodi,17
rememb,18
once-glori,1
rebelli,1
1.44,3
rein,23
ramco,1
resurrect,9
descend,7
red,66
troop,32
exxon,6
mcdermott,1
shot,37
yarikhanov,1
multin,21
khozhakhm,1
pennzoil,1
crank,4
year-ago,61
2.37,2
market-nimbl,1
plenti,41
modernis,24
depress,33
limp,3
blame,96
captiv,8
rationalis,21
transnat,5
pavlodar,1
2.11,2
true,65
chart,18
achinsk,1
alloy,4
pechiney,2
hydroelectr,6
trans-world,4
zalogbank,1
perplex,5
nikolayevskiy,1
confus,48
nois,8
alcoa,1
catastroph,11
january-octob,1
2.79,3
braz,1
higher-grad,1
"772,500",1
bratski,1
flag,54
principl,37
aoot,1
"64,500",1
"61,500",1
aluminievi,1
toll,22
recently-end,1
environment,39
situtaion,1
debtor,5
petersburg,2
zavod,1
alumconsult,2
"857,000",1
st,18
output-cut,2
"1,250",7
rotterdam,5
market-economi,1
"62,800",1
a7,1
shlaifshtein,1
"820,000",1
arlyuk,2
pretti,122
inveter,1
anti-monopoli,6
khoreiverskaya,2
near-term,27
philosophi,8
went,113
beset,5
wish,51
stuart,17
energy-rich,2
norsk,4
high-profil,34
agent,43
200,136
hydro,5
newly-privatis,3
quibbl,2
valuat,51
timan,1
test,108
billion-dollar,9
minor,91
pechora,1
asa,6
savvi,7
mid-1980,10
basin,3
non-pay,2
amor,5
smoothli,18
mistak,20
greatli,24
deficit,65
short-term,66
happi,67
sistema,1
index,150
unifi,15
yedinaya,1
nonpay,1
locomot,9
energo,1
49,44
unsustain,2
energeticheskaya,1
gamanov,1
plug,15
petersburg-bas,1
excis,8
cheer,17
sustain,50
unruli,4
energy-hungri,1
thu,41
arous,6
transmit,21
ue,1
17.7,3
megawatt,6
kryukov,1
106,11
runaway,6
river,27
learn,38
claw,8
endless,3
"1,550",2
glencor,1
seiz,45
conduit,4
orchestr,5
restart,6
turbul,8
market-savvi,2
terroris,1
craft,33
particular,76
"2,195",1
ink,9
raft,11
"1,580",2
last-minut,15
jointli,39
1.34,5
phase,44
ident,25
unresolv,8
bindra,1
huddl,3
1.75,21
jeet,1
7.5,49
expot,1
chow,1
stringent,8
"560,000",1
ceremoni,28
chernayev,1
nurlan,1
frantic,2
attend,77
conclud,53
contenti,19
divid,33
vagit,1
67,28
alekperov,1
serov,1
follow-up,3
edward,48
languag,46
balgimbayev,1
990,3
hungrili,1
3.20,4
nikolayevski,1
generally-held,1
"400,000",35
nigel,17
nearest,11
distanc,63
achil,1
alusuiss,1
bauxit,5
port-bas,1
disintegr,3
alusuisse-lonza,2
pavloday,1
fore,5
tajikistan,3
2.67,4
healthi,60
russiam,1
deep-pocket,1
planned-economi,1
mighti,12
heel,17
infrastructur,89
obscur,6
nowher,12
almost,208
fuell,49
achinski,1
fear,174
1.5-2.0,1
kieser,1
nephelin,1
2.87,4
pariba,10
"4,000",28
miner,75
loss-mak,40
roar,2
dream,28
stabl,63
inch,25
"2,500",24
discov,40
smallest,29
pictur,77
eaten,10
stori,63
plung,69
ernst,10
ralli,79
293,1
dizzi,5
5.86,1
11.4,5
young,80
shrank,3
double-digit,19
1987.,11
cocker,1
prettier,1
flash,5
sanguin,3
downhil,1
tax-man,1
arrest,46
broad-bas,2
570,3
pan,4
score,46
sigh,3
relief,26
grigoryev,1
sooth,1
triumph,13
levi,22
camp,56
market-mind,1
corridor,12
manoeuvr,5
ecu,3
colder,2
unexpect,28
nightmar,12
publicli,48
byzantin,1
liken,15
gennadi,1
financial-commerci,1
tail,12
patronag,1
redo,1
accomod,7
deceas,1
insur,155
forev,9
nenet,2
surgeri,14
33,56
select,142
heart,57
succes,3
delic,8
tpc,1
underw,3
temporarili,23
dvurechenski,1
first-gener,1
second-gener,3
framework,27
tortuou,1
menatep,1
confid,220
610,8
endur,11
death,87
hazen,1
deleg,41
pencil,6
360,16
skill,37
oversaw,6
cooler,4
komitek,1
central-khoreiverskaya,1
arkhangelskgeoldobycha,1
ambival,2
exclus,35
protest,105
squabbl,7
privileg,14
loath,6
oblast,1
autonom,12
fifty-fifti,1
winner,64
quarrel,9
kazakov,1
rosneft/amoco,1
signal,101
declar,98
none,41
tightly-control,2
ore,14
sukhoi,3
warwick-ch,1
kotlyar,1
shortfal,34
andi,12
dig,7
driven,52
kuznetsov,1
worthwhil,4
log,10
125-132,1
"1,800",12
german,72
liter,7
dorado,1
below-ground,1
nine-perc,3
crack,58
harder,36
unmin,1
january-septemb,9
foreign-back,1
chief-of-staff,1
free-market,5
stalin-era,1
reveal,62
lie,28
fek,1
overs,1
foresak,2
politician,64
leeway,2
default,10
policy-mak,4
non-oper,5
remnant,3
command,42
inject,33
unclear,43
redefin,5
broad-brush,1
renam,11
castrat,1
chubai,1
devolv,1
long-arm,1
headquart,95
once-great,1
gorshkov,1
brief,100
brainchild,2
explain,41
1991.,16
fled,47
flavour,4
frankli,15
wane,13
mintopenergo,1
plot,51
gsm-102,1
8.8,6
tradigrain,1
vladivostok,1
"60,000",13
armi,88
zero,23
"330,000",12
commer,2
overdu,4
knee,2
resettl,3
bolt,7
cobalt,8
chernyshev,1
inherit,15
itar-tass,1
nkel.ruo,1
nikel,1
konstantin,1
tass,1
granvil,1
christoph,55
worker,147
ici,8
financially-troubl,1
salari,30
mountain,47
brokerag,123
rinaco,1
0,5
answer,50
warn,255
blue,25
appli,88
norilski,1
advanc,140
fiddl,2
cow,14
occasion,8
seat,104
solovyov,1
knife,3
lebe,1
leap,26
storm,24
spot,45
explos,39
entic,11
maverick,1
tsar,8
tension,24
hours-long,1
calm,24
benefici,10
white,51
unfaz,1
one-off,22
event,89
oil-boom,1
incapacit,1
cloak-and-dagg,1
disrupt,32
wealth,21
stopper,1
everyon,69
risk-avers,1
gruell,3
motiv,24
alli,58
tengizchevroil,1
tco,1
unpalat,2
breakthrough,20
much-need,10
stymi,3
aw,9
"700,000",10
kazakstan,1
transfer,101
brought,111
burnett,1
146,9
bull-run,1
clampdown,5
vitali,1
pick-up,12
inspir,22
foreign-exchang,2
stream,30
regain,57
cheapest,8
switch,46
workov,1
fastest,23
"40,000",28
felt,47
hudson,20
over-strap,1
suck,3
jeremi,3
kamenev,1
salomon,37
tamara,1
beleagu,8
okhundova,1
"144,000",1
unsettl,12
meant,93
"70,000",5
bottleneck,3
site,112
unfinish,1
studio,17
successor,30
co-found,21
stun,26
appl,53
whiz-bang,2
internet,219
someon,41
sculley,1
reunit,8
copland,2
multimedia,46
cheerlead,1
odyssey,9
microsoft,128
mac,11
sun,77
1985,19
code-nam,7
amelio,18
part-tim,5
nextstep,1
redwood,7
1985.,5
next-gener,10
instil,3
luster,1
softwar,170
350,44
gilbert,20
bell,77
strang,9
microsystem,43
calif.-bas,26
rewrit,4
pc,93
web,69
whistl,3
garag,7
pixar,1
anim,47
macintosh,26
write,90
cisco,12
devic,63
65,53
181.4,1
blachno,2
798.3,1
55.1,2
fiscal,141
vendor,27
per-shar,7
allevi,6
61.50,1
attribut,62
320.8,1
jose,26
61.75,2
bellwheth,1
174.6,1
telebit,1
1.43,7
after-hour,13
77,20
san,76
180.9,1
high-tech,29
ruehl,1
dick,3
99,18
44,52
netic,1
mass,69
bay,35
vacon,1
21.50,2
startup,18
technician,6
eyeston,1
koffler,1
3com,8
clara,6
engin,145
55,57
ethernet,4
acton,1
live,131
30.9,7
rollout,4
wong,12
dakin,3
9.31,2
28.1,6
third-quart,57
francisco,36
7.15,2
version,110
2.36,7
macromedia,3
graphic,29
artist,10
clip,10
survey,87
video,65
june,391
31,125
kevan,2
bierdeman,3
melt,4
jeopord,2
4.19,2
high-end,24
corp..,16
circuit,38
injunct,11
atm,6
valley,31
theft,8
borland,2
temporari,38
snatch,11
21.25,1
top-of-the-lin,11
retriev,6
informix,7
39.875,1
symantec,4
blatant,5
men,28
publicity-shi,3
shore,25
menlo,6
machin,127
walk,54
phil,19
larri,18
tactic,26
steal,14
7,75
ellison,6
oracl,18
raid,22
livid,2
employ,133
obtain,69
avant,4
tout,20
parallel,17
intellectu,27
mail,58
kong,353
databas,22
kelley,4
cadenc,2
high-technolog,9
type,87
portland,9
silicon,31
park,45
ore.,7
feb,4
oregon,6
portabl,9
powerbook,8
scrambl,32
ac,7
screen,36
powerpc,4
built-in,8
1400,4
mid-novemb,12
faulti,2
cd-rom,12
retool,2
mid-rang,3
connector,1
disk-driv,1
student,82
featur,96
top-sel,9
display,21
compaq,33
bruce,19
defect,16
model,129
recal,19
low-pric,5
dell,18
entry-level,8
microprocessor,26
5300,1
sunnyval,4
ideal,22
autom,16
brook,13
microscop,2
aart,2
chip,90
0.7485,2
31.25,3
428.1,2
nich,32
microchip,5
undetermin,2
sang,3
41.75,2
seawel,2
